,self_employed,no_employees,tech_company,IT_role,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,phys_health_interview,obs_consequence
1328,0,26-100,1.0,,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No
1329,0,More than 1000,1.0,,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,Maybe,No,No,I don't know,No
1330,0,26-100,0.0,1.0,No,Yes,No,No,I don't know,Very difficult,Yes,Maybe,Yes,Maybe,No,Yes
1331,0,1-5,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,I don't know,No
1332,1,,,,,,,,,,,,,,,
1333,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,No,No,No,I don't know,No
1334,0,More than 1000,0.0,1.0,No,,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No
1335,0,1-5,1.0,,No,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No
1336,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No
1337,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No
1338,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,Yes
1339,0,26-100,1.0,,No,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
1340,0,6-25,1.0,,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No
1341,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,No,No,Maybe,Yes,Yes,Yes
1342,0,6-25,1.0,,No,No,I don't know,I don't know,No,Very difficult,Yes,No,Maybe,No,No,No
1343,0,26-100,0.0,1.0,No,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No
1344,0,6-25,0.0,1.0,No,No,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Yes,I don't know,No
1345,0,More than 1000,0.0,1.0,I don't know,No,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,Yes
1346,0,More than 1000,1.0,,I don't know,Yes,No,Yes,Yes,Very easy,No,No,No,Yes,I don't know,No
1347,1,,,,,,,,,,,,,,,
1348,0,1-5,0.0,1.0,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No
1349,0,6-25,0.0,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,No
1350,0,26-100,1.0,,No,Yes,No,No,No,Somewhat easy,Maybe,Maybe,No,No,No,No
1351,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Yes,Maybe,I don't know,No
1352,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,No,No,Yes,I don't know,No
1353,0,More than 1000,1.0,,No,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,Yes,No,Maybe,No,No
1354,1,,,,,,,,,,,,,,,
1355,0,100-500,1.0,,No,No,No,No,No,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No
1356,0,6-25,0.0,1.0,No,No,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
1357,0,26-100,1.0,,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1358,0,100-500,1.0,,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No
1359,0,More than 1000,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No
1360,0,100-500,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No
1361,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
1362,0,26-100,1.0,,I don't know,I am not sure,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No
1363,0,100-500,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No
1364,1,,,,,,,,,,,,,,,
1365,1,,,,,,,,,,,,,,,
1366,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,No
1367,1,,,,,,,,,,,,,,,
1368,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
1369,1,,,,,,,,,,,,,,,
1370,1,,,,,,,,,,,,,,,
1371,0,500-1000,0.0,1.0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
1372,0,More than 1000,1.0,,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
1373,0,100-500,1.0,,Yes,No,No,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,No,I don't know,No
1374,1,,,,,,,,,,,,,,,
1375,0,More than 1000,1.0,,No,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes
1376,0,More than 1000,1.0,,Yes,I am not sure,Yes,Yes,I don't know,Very difficult,Maybe,No,No,No,I don't know,Yes
1377,0,6-25,1.0,,Not eligible for coverage / N/A,No,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,I don't know,No
1378,0,More than 1000,1.0,,Yes,No,No,Yes,I don't know,I don't know,Yes,No,No,No,I don't know,No
1379,0,26-100,1.0,,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No
1380,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No
1381,0,More than 1000,1.0,,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
1382,1,,,,,,,,,,,,,,,
1383,0,100-500,1.0,,Not eligible for coverage / N/A,,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
1384,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No
1385,0,6-25,0.0,1.0,Yes,Yes,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No
1386,0,26-100,1.0,,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No
1387,0,100-500,0.0,1.0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No
1388,0,26-100,1.0,,Yes,No,No,I don't know,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No
1389,0,More than 1000,1.0,,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Yes,I don't know,No
1390,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Maybe,No,No
1391,0,26-100,1.0,,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No
1392,0,1-5,1.0,,Not eligible for coverage / N/A,Yes,No,No,No,I don't know,Yes,Yes,No,No,I don't know,No
1393,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,Yes,No
1394,0,26-100,1.0,,Yes,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,Yes
1395,0,1-5,1.0,,Yes,No,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,No,No,No
1396,1,,,,,,,,,,,,,,,
1397,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No
1398,0,More than 1000,1.0,,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No
1399,0,100-500,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,I don't know,No
1400,0,6-25,1.0,,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
1401,0,More than 1000,0.0,1.0,Yes,No,No,Yes,I don't know,I don't know,Maybe,Maybe,Maybe,Yes,No,No
1402,0,26-100,1.0,,No,Yes,Yes,No,No,I don't know,Maybe,No,Maybe,Yes,Yes,No
1403,0,6-25,1.0,,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Yes,Maybe,No,Yes,No,No
1404,1,,,,,,,,,,,,,,,
1405,0,More than 1000,1.0,,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No
1406,0,6-25,1.0,,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,No
1407,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,No,No,No
1408,1,,,,,,,,,,,,,,,
1409,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No
1410,0,26-100,1.0,,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes
1411,0,6-25,1.0,,Yes,I am not sure,No,No,Yes,Very easy,Yes,Yes,No,No,Yes,No
1412,0,1-5,1.0,,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,No,No
1413,0,100-500,0.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No
1414,0,500-1000,1.0,,Yes,Yes,No,I don't know,Yes,Very difficult,No,No,Yes,Maybe,No,No
1415,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,No,I don't know,No
1416,0,500-1000,1.0,,No,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No
1417,0,26-100,1.0,,No,,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes
1418,0,26-100,1.0,,Yes,I am not sure,Yes,No,I don't know,Neither easy nor difficult,Yes,No,No,No,Yes,No
1419,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,No,No,Yes
1420,1,,,,,,,,,,,,,,,
1421,0,26-100,1.0,,No,No,No,No,Yes,Very easy,Maybe,No,Yes,Maybe,I don't know,No
1422,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No
1423,0,100-500,1.0,,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,No,No,No,Maybe,No,No
1424,0,100-500,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No
1425,0,100-500,1.0,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
1426,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
1427,0,500-1000,1.0,,Yes,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
1428,1,,,,,,,,,,,,,,,
1429,1,,,,,,,,,,,,,,,
1430,0,100-500,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,I don't know,Yes
1431,0,100-500,0.0,1.0,I don't know,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No
1432,0,100-500,1.0,,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No
